Mon Mar 23 2026 09:06:08 GMT-0400 (Eastern Daylight Time) - Run Time: 3358ms

Cross Tabulation Query Form - Trip - 2022

Row: 2022 TTS zone of origin - tts22_orig
Column: 2022 TTS zone of destination - tts22_dest


Filters:
Regional municipality of household - region_hhld In 6, 
and
Primary travel mode of trip - mode_prime In D, P, T, U, 
and
Start time of trip - start_time In 530 - 2300

Trip 2022
ROW : tts22_orig
COLUMN : tts22_dest
  tts22_orig  tts22_dest      total
        6146        5104         54
        6146        5117         44
        6146        5136         74
        6146        5137         90
        6146        6006         59
        6146        6014         28
        6146        6015         21
        6146        6027         40
        6146        6028         31
        6146        6029         16
        6146        6031         12
        6146        6032         18
        6146        6038         22
        6146        6041        168
        6146        6044         51
        6146        6045         31
        6146        6048         68
        6146        6050         38
        6146        6051         12
        6146        6053         22
        6146        6054        121
        6146        6058          8
        6146        6061         76
        6146        6062         22
        6146        6067         69
        6146        6068         26
        6146        6088         80
        6146        6091         43
        6146        6095         20
        6146        6099         41
        6146        6100         23
        6146        6107         10
        6146        6108         10
        6146        6110        123
        6146        6118         10
        6146        6122         72
        6146        6125        101
        6146        6130         10
        6146        6136         17
        6146        6139         31
        6146        6142         72
        6146        6143        110
        6146        6144        101
        6146        6145        308
        6146        6146       1347
        6146        6147         10
        6146        6148        473
        6146        6149         21
        6146        6150        149
        6146        6151         45
        6146        6152          9
        6146        6153         22
        6146        6154        720
        6146        6156         26
        6146        6157        179
        6146        6159        242
        6146        6160         35
        6146        6161        278
        6146        6164         70
        6146        6165          8
        6146        6166         32
        6146        6169         20
        6146        6170        290
        6146        6171         15
        6146        6172         72
        6146        6173         44
        6146        6174         23
        6146        6176         33
        6146        6179         19
        6146        6180        116
        6146        6181         38
        6146        6189         78
        6146        6191         72
        6146        6192         85
        6146        6194         90
        6146        6195        150
        6146        6197         63
        6146        6198        104
        6146        6201          7
        6146        6203          7
        6146        6205          9
        6146        6207         64
        6146        6208         95
        6146        6211         23
        6146        6214         94
        6146        6222         51
        6146        6224         57
        6146        6229         46
        6146        6231         20
        6146        6232         98
        6146        6233         18
        6146        6237          8
        6146        6238         98
        6146        6239          9
        6146        6240         10
        6146        6243         11
        6146        6247         41
        6146        6248         87
        6146        6250         47
        6146        6258        133
        6146        6259         11
        6146        6262         47
        6146        6265         20
        6146       11052         10
        6146       11458         25
        6146       12290         17
        6146       13026          7
        6146       13151         12
        6146       13160         13
        6146       98007         94
        6146       98008        131
        6147        1386         76
        6147        6018         53
        6147        6031         17
        6147        6048         81
        6147        6050         31
        6147        6058         24
        6147        6066         51
        6147        6074         14
        6147        6079         44
        6147        6088          7
        6147        6091        105
        6147        6104         81
        6147        6107         88
        6147        6108         19
        6147        6110         41
        6147        6112         18
        6147        6142         28
        6147        6143        163
        6147        6144         32
        6147        6145         15
        6147        6146         10
        6147        6148         33
        6147        6149         37
        6147        6150         31
        6147        6154        105
        6147        6155         32
        6147        6156        122
        6147        6158         12
        6147        6159         22
        6147        6160         41
        6147        6161         79
        6147        6162        143
        6147        6165         38
        6147        6169         23
        6147        6170         10
        6147        6173         13
        6147        6174         56
        6147        6179         10
        6147        6182         23
        6147        6187        351
        6147        6192         14
        6147        6196         38
        6147        6203          4
        6147        6215         14
        6147        6217          8
        6147        6230         12
        6147        6256         87
        6147        6258          9
        6148        1050         15
        6148        1302         70
        6148        4084          7
        6148        5084         34
        6148        5105         14
        6148        5145         34
        6148        5264         25
        6148        5273         17
        6148        6008         23
        6148        6014         24
        6148        6021         12
        6148        6028         68
        6148        6030         48
        6148        6031         33
        6148        6034         27
        6148        6038         12
        6148        6041         17
        6148        6045         16
        6148        6054         66
        6148        6056         10
        6148        6069        193
        6148        6079         21
        6148        6084         13
        6148        6087         45
        6148        6088        103
        6148        6092         81
        6148        6097         15
        6148        6099         45
        6148        6100         13
        6148        6104        109
        6148        6107         19
        6148        6110         14
        6148        6121         28
        6148        6137          4
        6148        6139          9
        6148        6142         44
        6148        6143         53
        6148        6144        252
        6148        6145        160
        6148        6146        338
        6148        6147         33
        6148        6148        166
        6148        6150        454
        6148        6153         30
        6148        6154        121
        6148        6156         59
        6148        6157         34
        6148        6158         37
        6148        6159         24
        6148        6160        108
        6148        6161        189
        6148        6162         19
        6148        6163        103
        6148        6164         51
        6148        6165         28
        6148        6167         12
        6148        6168         11
        6148        6170        132
        6148        6172         20
        6148        6175         74
        6148        6180         43
        6148        6181         22
        6148        6182         55
        6148        6183         41
        6148        6186         34
        6148        6190         51
        6148        6191         31
        6148        6192         16
        6148        6196         85
        6148        6203         18
        6148        6209        114
        6148        6211         35
        6148        6216         11
        6148        6217          8
        6148        6220         76
        6148        6222         30
        6148        6224         41
        6148        6232         27
        6148        6233         34
        6148        6234         10
        6148        6236         26
        6148        6239         26
        6148        6241         22
        6148        6243         54
        6148        6247         18
        6148        6251         19
        6148        6258        129
        6148        6259        103
        6148        6260         23
        6148        6265        197
        6148       98008         33
        6149        1038         24
        6149        1123         24
        6149        4501         51
        6149        5041         58
        6149        5063         80
        6149        5383         67
        6149        5418         15
        6149        6028         47
        6149        6029         47
        6149        6048         26
        6149        6054         56
        6149        6066         80
        6149        6077          8
        6149        6078         20
        6149        6099         22
        6149        6100        101
        6149        6108          8
        6149        6110         54
        6149        6117         16
        6149        6139         13
        6149        6142         24
        6149        6144         11
        6149        6145         17
        6149        6146         54
        6149        6147         28
        6149        6148         31
        6149        6149         22
        6149        6151         20
        6149        6152         32
        6149        6155          8
        6149        6157         28
        6149        6159         41
        6149        6161         75
        6149        6162         67
        6149        6165          8
        6149        6169         28
        6149        6174         20
        6149        6181         44
        6149        6185         35
        6149        6188         10
        6149        6190         40
        6149        6192         26
        6149        6196         43
        6149        6198         34
        6149        6201         14
        6149        6209         34
        6149        6229         68
        6149        6237         33
        6149        6238         44
        6149        6243         10
        6149        6244        110
        6149        6246         24
        6149        6258          9
        6149       12353         44
        6149       12358          8
        6150        4253         11
        6150        4511         19
        6150        4587         34
        6150        5010         25
        6150        5021         15
        6150        5029         21
        6150        5033         47
        6150        5040         53
        6150        5115         42
        6150        5144         10
        6150        5174         36
        6150        5203          9
        6150        5280         11
        6150        5305         79
        6150        6002          9
        6150        6007          6
        6150        6008         35
        6150        6009         34
        6150        6032         31
        6150        6036         53
        6150        6041        183
        6150        6044        116
        6150        6045         37
        6150        6046         66
        6150        6048         68
        6150        6050        136
        6150        6052          8
        6150        6054        191
        6150        6057         17
        6150        6059         32
        6150        6062         25
        6150        6070         31
        6150        6077         66
        6150        6079        209
        6150        6086         53
        6150        6087        153
        6150        6088        364
        6150        6095         22
        6150        6099         34
        6150        6100         19
        6150        6106        116
        6150        6117         17
        6150        6120          9
        6150        6121         41
        6150        6125         41
        6150        6127         13
        6150        6130         32
        6150        6132         20
        6150        6134          9
        6150        6139         13
        6150        6141         20
        6150        6142         34
        6150        6144         15
        6150        6145        317
        6150        6146        158
        6150        6147         62
        6150        6148        459
        6150        6150       1473
        6150        6151         16
        6150        6152         25
        6150        6153         21
        6150        6154        930
        6150        6156        198
        6150        6157         17
        6150        6158         19
        6150        6159         25
        6150        6160        600
        6150        6161         79
        6150        6162         65
        6150        6163        195
        6150        6164        164
        6150        6165         16
        6150        6166        262
        6150        6167         55
        6150        6169         92
        6150        6170        654
        6150        6171         11
        6150        6174          7
        6150        6175        190
        6150        6176         49
        6150        6178         56
        6150        6179         15
        6150        6180        129
        6150        6182         13
        6150        6183         98
        6150        6184         10
        6150        6186         20
        6150        6187        146
        6150        6190         83
        6150        6191        241
        6150        6192        201
        6150        6193         16
        6150        6194        192
        6150        6195         10
        6150        6196         65
        6150        6198         24
        6150        6201         52
        6150        6204         14
        6150        6208          7
        6150        6209         15
        6150        6213         35
        6150        6215         19
        6150        6222         18
        6150        6223         26
        6150        6227         10
        6150        6228         13
        6150        6229         48
        6150        6230         71
        6150        6231         18
        6150        6233         24
        6150        6237          8
        6150        6239        375
        6150        6245         77
        6150        6247         25
        6150        6250         76
        6150        6251         10
        6150        6254         27
        6150        6256         21
        6150        6257         25
        6150        6258         40
        6150        6264         35
        6150       11124         14
        6150       11130         62
        6150       11172         11
        6150       11277         29
        6150       23001          6
        6150       23009         17
        6150       23030         79
        6150       98007         16
        6150       98008         82
        6150       99998         39
        6151        1465         11
        6151        4506         30
        6151        4664         44
        6151        5139          8
        6151        5146          8
        6151        6014          8
        6151        6015         64
        6151        6031         30
        6151        6041         14
        6151        6054         63
        6151        6062         10
        6151        6066         25
        6151        6068         25
        6151        6084         69
        6151        6088         10
        6151        6091          8
        6151        6100         29
        6151        6106         29
        6151        6108         30
        6151        6110         16
        6151        6129         24
        6151        6142         70
        6151        6144        182
        6151        6145        203
        6151        6146         31
        6151        6148        159
        6151        6149         20
        6151        6151        566
        6151        6154         19
        6151        6158         44
        6151        6160         83
        6151        6161        166
        6151        6162         16
        6151        6164         16
        6151        6168         36
        6151        6170        117
        6151        6174          7
        6151        6176         19
        6151        6182          7
        6151        6186          9
        6151        6193          8
        6151        6196         38
        6151        6198         35
        6151        6204         26
        6151        6218         30
        6151        6225        117
        6151        6229         35
        6151        6231         68
        6151        6233        265
        6151        6238         39
        6151        6239         14
        6151        6242         30
        6151        6243         13
        6151        6244         63
        6151        6247         10
        6151        6251         35
        6151        6258         16
        6151        6264          8
        6151       11013          9
        6151       11036         19
        6151       23005         41
        6152        1059         52
        6152        5003        114
        6152        5138         79
        6152        5141         37
        6152        5183         37
        6152        5212        113
        6152        6011         59
        6152        6044         18
        6152        6053         22
        6152        6056         29
        6152        6070         27
        6152        6071         79
        6152        6107         20
        6152        6108        167
        6152        6130         52
        6152        6139         80
        6152        6142        121
        6152        6143        105
        6152        6145         22
        6152        6146          9
        6152        6150         25
        6152        6155        156
        6152        6159         47
        6152        6161          8
        6152        6162         40
        6152        6164          8
        6152        6165         10
        6152        6167         12
        6152        6169         11
        6152        6174         52
        6152        6181         92
        6152        6185          8
        6152        6191        228
        6152        6199         46
        6152        6203        105
        6152        6205         15
        6152        6225          8
        6152        6240         74
        6152        6247         37
        6152       11488         32
        6152       13057         52
        6153        1055         10
        6153        1559         48
        6153        3272         70
        6153        4456         29
        6153        4679          8
        6153        5115         70
        6153        5137         29
        6153        5230         48
        6153        5250         29
        6153        5285         17
        6153        6008         43
        6153        6029         73
        6153        6054         16
        6153        6068         78
        6153        6070          8
        6153        6091        139
        6153        6093          8
        6153        6100         13
        6153        6108          8
        6153        6130        111
        6153        6131         27
        6153        6142         61
        6153        6143         59
        6153        6144         28
        6153        6145          8
        6153        6146         11
        6153        6148         30
        6153        6150         21
        6153        6153         61
        6153        6154         17
        6153        6155          9
        6153        6156         56
        6153        6159         16
        6153        6161        256
        6153        6162         21
        6153        6163         11
        6153        6170        110
        6153        6181         48
        6153        6186         19
        6153        6190         24
        6153        6193         13
        6153        6195        118
        6153        6196         17
        6153        6214         32
        6153        6220         19
        6153        6229         27
        6153        6231         32
        6153        6238         34
        6153        6239         81
        6153        6244         59
        6153        6259         24
        6153        6265         10
        6153       11057         12
        6153       11083          9
        6153       11379         30
        6153       11380         30
        6153       99998        142
        6154        1328         10
        6154        1367         14
        6154        3159         78
        6154        4408         26
        6154        4511         47
        6154        5004         55
        6154        5038         40
        6154        5103         12
        6154        5105         69
        6154        5112         69
        6154        5114         36
        6154        5116        117
        6154        5117         36
        6154        5126         22
        6154        5137         25
        6154        5140         27
        6154        5141         36
        6154        5153         32
        6154        5159         23
        6154        5183          7
        6154        5230         24
        6154        5314         41
        6154        6001         28
        6154        6004         55
        6154        6029         32
        6154        6040          9
        6154        6041        186
        6154        6043          9
        6154        6044         18
        6154        6045         92
        6154        6048        385
        6154        6050         15
        6154        6052          9
        6154        6054        168
        6154        6055         63
        6154        6056         59
        6154        6059        134
        6154        6060         67
        6154        6061        396
        6154        6066         39
        6154        6079         33
        6154        6081         27
        6154        6084         13
        6154        6087         83
        6154        6088        326
        6154        6091         14
        6154        6093         46
        6154        6095         11
        6154        6099         40
        6154        6104         32
        6154        6110         32
        6154        6113         39
        6154        6125         36
        6154        6130         95
        6154        6131         22
        6154        6137         10
        6154        6141         94
        6154        6142         23
        6154        6143         47
        6154        6144         70
        6154        6145        154
        6154        6146        575
        6154        6147        105
        6154        6148         65
        6154        6149         44
        6154        6150        703
        6154        6151        253
        6154        6153         17
        6154        6154       1136
        6154        6156         60
        6154        6158         28
        6154        6159        198
        6154        6160        152
        6154        6161         25
        6154        6162         19
        6154        6163        295
        6154        6166         98
        6154        6167        295
        6154        6170        288
        6154        6172         13
        6154        6173         39
        6154        6174         43
        6154        6175         59
        6154        6176         17
        6154        6180        112
        6154        6181         86
        6154        6182        138
        6154        6185          9
        6154        6186         19
        6154        6187          7
        6154        6189         17
        6154        6190        216
        6154        6191        202
        6154        6192        325
        6154        6194         24
        6154        6195         64
        6154        6198         52
        6154        6201         13
        6154        6208         19
        6154        6209         50
        6154        6212         15
        6154        6213         17
        6154        6214         32
        6154        6217         39
        6154        6220         40
        6154        6222        106
        6154        6224         54
        6154        6226         20
        6154        6229         51
        6154        6231          7
        6154        6232         26
        6154        6236         90
        6154        6237          4
        6154        6239         37
        6154        6241         99
        6154        6242         29
        6154        6243        452
        6154        6244         37
        6154        6245         14
        6154        6246         51
        6154        6247         32
        6154        6250         14
        6154        6251         19
        6154        6254         28
        6154        6260         41
        6154        6265         32
        6154       11014         17
        6154       11041         37
        6154       11060         13
        6154       11109         25
        6154       11368         17
        6154       11390         32
        6154       12289         40
        6154       12557         17
        6154       23009          9
        6154       23026         27
        6154       23033         33
        6154       24002         14
        6154       24005         37
        6154       27045         18
        6154       98001         24
        6154       98007         10
        6154       98008         52
        6155        1242         26
        6155        4438         24
        6155        4475         15
        6155        4673         16
        6155        5025          8
        6155        5028         38
        6155        5041         11
        6155        5050         22
        6155        5125         16
        6155        5141         26
        6155        5143         17
        6155        5145         19
        6155        5183         18
        6155        5408          8
        6155        6012         31
        6155        6037         48
        6155        6045        102
        6155        6050        134
        6155        6054         14
        6155        6087         13
        6155        6088        149
        6155        6091         51
        6155        6100          6
        6155        6102         30
        6155        6104         38
        6155        6106         26
        6155        6107         39
        6155        6108        238
        6155        6110        314
        6155        6111         10
        6155        6123          8
        6155        6124         44
        6155        6130         25
        6155        6142          8
        6155        6143        129
        6155        6144        146
        6155        6145         14
        6155        6146          8
        6155        6147         32
        6155        6149         19
        6155        6150         29
        6155        6152         78
        6155        6153          9
        6155        6155        453
        6155        6156         35
        6155        6157         82
        6155        6159        141
        6155        6160         48
        6155        6161        228
        6155        6162         74
        6155        6164         26
        6155        6165         37
        6155        6166         14
        6155        6167         19
        6155        6169         26
        6155        6170         63
        6155        6172          9
        6155        6174         22
        6155        6176         35
        6155        6179         48
        6155        6180         39
        6155        6181         38
        6155        6185         24
        6155        6190         73
        6155        6191         28
        6155        6192          6
        6155        6195         19
        6155        6197         22
        6155        6199          7
        6155        6209        106
        6155        6220         17
        6155        6222         13
        6155        6229         10
        6155        6230         14
        6155        6234         16
        6155        6238         36
        6155        6242         19
        6155        6243        162
        6155        6244         12
        6155        6248         19
        6155        6254         51
        6155        6257         24
        6155        6258        200
        6155        6260         70
        6155        6263         78
        6155        6264         11
        6155        6265         49
        6155       11017         45
        6155       11086         16
        6155       11488         35
        6155       12180          8
        6155       23009         27
        6155       23016         32
        6155       98008         61
        6155       99998         39
        6156        1078         21
        6156        3289         32
        6156        5006         13
        6156        5108         29
        6156        5125         23
        6156        5310         29
        6156        6013         15
        6156        6021         11
        6156        6030         17
        6156        6054         24
        6156        6057         13
        6156        6069         16
        6156        6093         29
        6156        6100         13
        6156        6104         12
        6156        6107         16
        6156        6128         16
        6156        6143        149
        6156        6144         28
        6156        6145         52
        6156        6146         26
        6156        6147        122
        6156        6150        132
        6156        6152        152
        6156        6153         56
        6156        6154         19
        6156        6161         99
        6156        6162         14
        6156        6164         40
        6156        6165         18
        6156        6166         57
        6156        6170         13
        6156        6174         72
        6156        6175         19
        6156        6176         23
        6156        6177         16
        6156        6179         43
        6156        6180         46
        6156        6190        302
        6156        6191         16
        6156        6194         93
        6156        6195         27
        6156        6196         10
        6156        6198         95
        6156        6199         17
        6156        6200         13
        6156        6209         10
        6156        6213         24
        6156        6217         17
        6156        6232         19
        6156        6237         11
        6156        6239         29
        6156        6243         32
        6156        6247         23
        6156        6255         13
        6156        6256         14
        6156       11047         12
        6156       11087         16
        6156       12047          7
        6156       12578         20
        6156       23013         37
        6156       23032         30
        6156       23047         35
        6156       24001         13
        6156       98008         22
        6157        1037         24
        6157        3472         32
        6157        4748        111
        6157        5034         23
        6157        5101          7
        6157        5104         12
        6157        5143         22
        6157        6041         94
        6157        6061         31
        6157        6070         66
        6157        6079         25
        6157        6087         49
        6157        6103         30
        6157        6107         19
        6157        6108          7
        6157        6110         78
        6157        6133         94
        6157        6135         33
        6157        6142         29
        6157        6143         13
        6157        6144         10
        6157        6145         30
        6157        6146        219
        6157        6148         53
        6157        6149         38
        6157        6150         70
        6157        6155        105
        6157        6157        272
        6157        6159        194
        6157        6161         67
        6157        6162        261
        6157        6164        156
        6157        6165        249
        6157        6166         33
        6157        6169        110
        6157        6170        561
        6157        6171          7
        6157        6172         46
        6157        6174         26
        6157        6175         29
        6157        6180         34
        6157        6181        146
        6157        6183         29
        6157        6184         45
        6157        6185         31
        6157        6187        150
        6157        6190         22
        6157        6191        131
        6157        6192        142
        6157        6195        309
        6157        6196         70
        6157        6214         65
        6157        6215         20
        6157        6235         68
        6157        6236         12
        6157        6240         16
        6157        6241        115
        6157        6243         19
        6157        6244         19
        6157        6259         10
        6157       11005         20
        6157       11084         18
        6157       12315        143
        6157       23022         48
        6157       98002         12
        6158        1063         34
        6158        1070         28
        6158        4512         23
        6158        5103         13
        6158        5146         34
        6158        5150         13
        6158        6018         23
        6158        6042         39
        6158        6048         18
        6158        6052         41
        6158        6054         55
        6158        6066         50
        6158        6088         29
        6158        6098         34
        6158        6105         15
        6158        6107         11
        6158        6131         46
        6158        6145         40
        6158        6147         23
        6158        6148         39
        6158        6150         77
        6158        6151         44
        6158        6154         62
        6158        6159         18
        6158        6160         70
        6158        6161        236
        6158        6164        103
        6158        6166        158
        6158        6167         28
        6158        6170         93
        6158        6175        133
        6158        6178         11
        6158        6180         76
        6158        6181          6
        6158        6182         34
        6158        6183        145
        6158        6185          7
        6158        6190         52
        6158        6192         23
        6158        6194         42
        6158        6195         68
        6158        6196        176
        6158        6205         15
        6158        6209         21
        6158        6215         10
        6158        6216          5
        6158        6220         68
        6158        6222         84
        6158        6224         73
        6158        6227         17
        6158        6230         21
        6158        6233         14
        6158        6237         13
        6158        6239         29
        6158        6244         26
        6158        6250          4
        6158        6263         23
        6158       23004         21
        6158       98008         22
        6159        1407          8
        6159        4165         12
        6159        4446         56
        6159        5005         22
        6159        5024         31
        6159        5034         56
        6159        5125         10
        6159        5126         14
        6159        5137         24
        6159        5275         19
        6159        5286         19
        6159        6006         24
        6159        6030         10
        6159        6040         52
        6159        6041         28
        6159        6044         11
        6159        6045          5
        6159        6050         62
        6159        6054         32
        6159        6057         19
        6159        6063         13
        6159        6070         53
        6159        6088          9
        6159        6100         44
        6159        6104          8
        6159        6107         59
        6159        6110         65
        6159        6123         14
        6159        6125         40
        6159        6128         19
        6159        6135         12
        6159        6140         42
        6159        6141          8
        6159        6142        116
        6159        6144         26
        6159        6145        222
        6159        6146        211
        6159        6147         48
        6159        6148          8
        6159        6149         41
        6159        6150         41
        6159        6151         25
        6159        6152          9
        6159        6153         16
        6159        6154        109
        6159        6155        161
        6159        6157        235
        6159        6158         35
        6159        6159         28
        6159        6161        235
        6159        6162         19
        6159        6163         33
        6159        6164         62
        6159        6165         56
        6159        6166         11
        6159        6167         48
        6159        6169         64
        6159        6170         35
        6159        6171         19
        6159        6172        141
        6159        6174         43
        6159        6175         36
        6159        6179        118
        6159        6180         39
        6159        6181        202
        6159        6182          8
        6159        6187         61
        6159        6189         10
        6159        6190         44
        6159        6191         61
        6159        6192         20
        6159        6193         15
        6159        6194         99
        6159        6195         31
        6159        6197         58
        6159        6199         32
        6159        6201         79
        6159        6205         44
        6159        6208         32
        6159        6214         93
        6159        6218        160
        6159        6220         22
        6159        6222         19
        6159        6223         19
        6159        6225         14
        6159        6227         27
        6159        6230          5
        6159        6231        184
        6159        6232          9
        6159        6236         10
        6159        6238         10
        6159        6243         14
        6159        6254         20
        6159        6256         50
        6159        6258         57
        6159        6260         24
        6159        6265         43
        6159       11012        112
        6159       11109          5
        6159       11482         20
        6159       24002         18
        6159       98005         18
        6159       98010         14
        6160        1423         27
        6160        1523         16
        6160        4193         21
        6160        4445         21
        6160        4461         12
        6160        5014         13
        6160        5034         27
        6160        5108         10
        6160        5115         12
        6160        5161         21
        6160        5174         37
        6160        5271        102
        6160        5306         21
        6160        5307         27
        6160        6018         12
        6160        6030         21
        6160        6031         11
        6160        6041        101
        6160        6044         21
        6160        6048         20
        6160        6050         11
        6160        6052         26
        6160        6054        203
        6160        6057         54
        6160        6065         39
        6160        6066         14
        6160        6069          5
        6160        6079         29
        6160        6087         42
        6160        6088         13
        6160        6099         48
        6160        6100         11
        6160        6104        111
        6160        6138         30
        6160        6141        184
        6160        6142         13
        6160        6145        194
        6160        6146         35
        6160        6147         21
        6160        6148        135
        6160        6150        487
        6160        6151         83
        6160        6153         48
        6160        6154        152
        6160        6155         62
        6160        6158         70
        6160        6160        385
        6160        6161         95
        6160        6163         68
        6160        6164         13
        6160        6166         74
        6160        6170        751
        6160        6174         16
        6160        6175         21
        6160        6176         33
        6160        6178         11
        6160        6179         47
        6160        6180         24
        6160        6182         71
        6160        6183         33
        6160        6190         30
        6160        6191         59
        6160        6192        213
        6160        6195          9
        6160        6197         12
        6160        6198         22
        6160        6199         19
        6160        6204         16
        6160        6205         21
        6160        6209         79
        6160        6216         20
        6160        6222         13
        6160        6224         10
        6160        6225         23
        6160        6228         51
        6160        6230         18
        6160        6232         47
        6160        6236         11
        6160        6237         13
        6160        6238        125
        6160        6239         11
        6160        6243         40
        6160        6245         79
        6160        6256         34
        6160        6258         21
        6160        6264         27
        6160       11117         21
        6160       11484         12
        6160       12200         25
        6160       12367         25
        6160       13082         66
        6160       23008         22
        6160       98008          7
        6160       99998         27
        6161        6011         24
        6161        6014        121
        6161        6018         51
        6161        6021         32
        6161        6024          9
        6161        6030         24
        6161        6031          8
        6161        6032          9
        6161        6039         25
        6161        6041        129
        6161        6044         10
        6161        6045         10
        6161        6046         76
        6161        6047         40
        6161        6048          8
        6161        6050         73
        6161        6052        118
        6161        6054         53
        6161        6060         32
        6161        6066        122
        6161        6070        111
        6161        6074         29
        6161        6088        121
        6161        6092         15
        6161        6100         36
        6161        6107         34
        6161        6108         63
        6161        6110         79
        6161        6111         35
        6161        6113         49
        6161        6120         22
